Gene	Splicing.ID	CHR	P0
CCDC66	chr3:56599232:56600622:clu_33563	3	56591189
FLNB	chr3:58116635:58117654:clu_33592	3	57994127
FLNB	chr3:58116635:58118535:clu_33592	3	57994127
FLNB	chr3:58117746:58118535:clu_33592	3	57994127
PXK	chr3:58318817:58351601:clu_33599	3	58318607
PXK	chr3:58395886:58398628:clu_33601	3	58318607
PXK	chr3:58395886:58410479:clu_33601	3	58318607
PXK	chr3:58398690:58406266:clu_33601	3	58318607
PXK	chr3:58398690:58409188:clu_33601	3	58318607
PXK	chr3:58398690:58410479:clu_33601	3	58318607
PXK	chr3:58406295:58409188:clu_33601	3	58318607
PXK	chr3:58406295:58410479:clu_33601	3	58318607
PXK	chr3:58409221:58410479:clu_33601	3	58318607
FAM107A	chr3:58574996:58612698:clu_33608	3	58549844
FHIT	chr3:59738047:59997097:clu_33616	3	59735036
PTPRG	chr3:61549714:61734552:clu_33620	3	61547243
SYNPR	chr3:63466632:63542219:clu_33641	3	63213991
ADAMTS9-AS2	chr3:64852932:64959487:clu_33665	3	64670585
SLC25A26	chr3:66271553:66293627:clu_33680	3	66119285
SLC25A26	chr3:66287124:66293627:clu_33680	3	66119285
SLC25A26	chr3:66313803:66354877:clu_33681	3	66119285
SLC25A26	chr3:66313803:66396788:clu_33681	3	66119285
SLC25A26	chr3:66313803:66413284:clu_33681	3	66119285
SLC25A26	chr3:66354961:66396788:clu_33681	3	66119285
FRMD4B	chr3:69351586:69360414:clu_33722	3	69219141
FRMD4B	chr3:69359668:69360414:clu_33722	3	69219141
FRMD4B	chr3:69362668:69481785:clu_33723	3	69219141
SHQ1	chr3:72861945:72864501:clu_33745	3	72798428
SHQ1	chr3:72863706:72864501:clu_33745	3	72798428
CNTN3	chr3:74411191:74414717:clu_33756	3	74311719
ZNF717	chr3:75765692:75781211:clu_33767	3	75758794
ZNF717	chr3:75765692:75790427:clu_33767	3	75758794
ZNF717	chr3:75779769:75781211:clu_33767	3	75758794
ZNF717	chr3:75781272:75790427:clu_33767	3	75758794
ZNF717	chr3:75788496:75790427:clu_33767	3	75758794
ZNF717	chr3:75790887:75832457:clu_33768	3	75758794
ZNF717	chr3:75791016:75832457:clu_33768	3	75758794
ROBO1	chr3:78696805:78700882:clu_33786	3	78646390
CADM2	chr3:85932593:85961523:clu_33804	3	85008132
CGGBP1	chr3:88105149:88106341:clu_33813	3	88101094
CGGBP1	chr3:88105149:88107169:clu_33813	3	88101094
ARL13B	chr3:93715528:93722503:clu_33826	3	93698983
DHFRL1	chr3:93780450:93781590:clu_33829	3	93766680
DHFRL1	chr3:93780450:93781713:clu_33829	3	93766680
NSUN3	chr3:93790749:93802951:clu_33831	3	93782656
ARL6	chr3:97483821:97486925:clu_33839	3	97483365
CPOX	chr3:98292414:98304285:clu_33850	3	98239976
CPOX	chr3:98300355:98304285:clu_33850	3	98239976
ST3GAL6	chr3:98451376:98489723:clu_33853	3	98451099
ST3GAL6	chr3:98489800:98491657:clu_33855	3	98451099
ST3GAL6	chr3:98490034:98491657:clu_33855	3	98451099
ST3GAL6	chr3:98510837:98512519:clu_33854	3	98451099
TBC1D23	chr3:100009545:100013931:clu_33866	3	99979844
TBC1D23	chr3:100029386:100034943:clu_33869	3	99979844
TBC1D23	chr3:100039815:100042431:clu_33871	3	99979844
LNP1	chr3:100148729:100170563:clu_33876	3	100120243
SENP7	chr3:101070495:101080559:clu_33895	3	101043049
SENP7	chr3:101090970:101177799:clu_33886	3	101043049
SENP7	chr3:101117899:101177799:clu_33886	3	101043049
SENP7	chr3:101136634:101177799:clu_33886	3	101043049
PCNP	chr3:101293123:101304281:clu_33899	3	101292939
CEP97	chr3:101443563:101445438:clu_33903	3	101442769
ALCAM	chr3:105269103:105270988:clu_33912	3	105085753
ALCAM	chr3:105269103:105271312:clu_33912	3	105085753
BBX	chr3:107364756:107429299:clu_33930	3	107241783
BBX	chr3:107380791:107429299:clu_33930	3	107241783
BBX	chr3:107466886:107474445:clu_33932	3	107241783
DZIP3	chr3:108321754:108321866:clu_33954	3	108308529
DZIP3	chr3:108321754:108324182:clu_33954	3	108308529
DZIP3	chr3:108322081:108324182:clu_33954	3	108308529
TAGLN3	chr3:111719793:111732257:clu_33977	3	111717511
CD200	chr3:112051548:112059749:clu_33981	3	112051688
WDR52	chr3:113010595:113012799:clu_34002	3	113006304
WDR52	chr3:113010595:113013534:clu_34002	3	113006304
WDR52	chr3:113012885:113013534:clu_34002	3	113006304
WDR52	chr3:113013668:113022763:clu_34007	3	113006304
WDR52	chr3:113045487:113049015:clu_34009	3	113006304
WDR52	chr3:113125888:113127953:clu_34014	3	113006304
WDR52	chr3:113125888:113135372:clu_34014	3	113006304
WDR52	chr3:113128169:113135372:clu_34014	3	113006304
SPICE1	chr3:113225452:113233505:clu_34021	3	113161565
SIDT1	chr3:113252090:113285267:clu_34022	3	113251143
SIDT1	chr3:113299556:113300208:clu_34023	3	113251143
SIDT1	chr3:113299556:113302256:clu_34023	3	113251143
GRAMD1C	chr3:113563496:113563670:clu_34036	3	113547029
GRAMD1C	chr3:113653382:113656933:clu_34040	3	113547029
QTRTD1	chr3:113775711:113789473:clu_34049	3	113724810
QTRTD1	chr3:113775711:113795590:clu_34049	3	113724810
ZBTB20	chr3:114106992:114107852:clu_34058	3	114056941
ZBTB20	chr3:114219238:114519948:clu_34060	3	114056941
ZBTB20	chr3:114619189:114693213:clu_34062	3	114056941
ZBTB20	chr3:114693263:114790066:clu_34062	3	114056941
ZBTB20	chr3:114693263:114803798:clu_34062	3	114056941
ZBTB20	chr3:114693263:114819022:clu_34062	3	114056941
ZBTB20	chr3:114693263:114866066:clu_34062	3	114056941
ZBTB20	chr3:114746421:114790066:clu_34062	3	114056941
ZBTB20	chr3:114790261:114819022:clu_34062	3	114056941
LSAMP	chr3:115529261:115553409:clu_34066	3	115521235
IGSF11	chr3:118624565:118647356:clu_34073	3	118619404
COX17	chr3:119394080:119395578:clu_34098	3	119385766
COX17	chr3:119394080:119395709:clu_34098	3	119385766
COX17	chr3:119394080:119396051:clu_34098	3	119385766
STXBP5L	chr3:120876474:120924770:clu_34121	3	120626919
STXBP5L	chr3:120876474:120941850:clu_34121	3	120626919
STXBP5L	chr3:120924848:120941850:clu_34121	3	120626919
GOLGB1	chr3:121400712:121409517:clu_34135	3	121382046
GOLGB1	chr3:121433823:121435584:clu_34137	3	121382046
IQCB1	chr3:121527856:121544898:clu_34145	3	121488610
IQCB1	chr3:121545027:121547708:clu_34146	3	121488610
IQCB1	chr3:121547479:121547708:clu_34146	3	121488610
SLC15A2	chr3:121649797:121650486:clu_34153	3	121612936
SLC15A2	chr3:121658342:121659678:clu_34154	3	121612936
CCDC58	chr3:122078674:122081815:clu_34156	3	122078438
CCDC58	chr3:122078766:122081815:clu_34156	3	122078438
CCDC58	chr3:122081874:122087023:clu_34156	3	122078438
CCDC58	chr3:122087169:122090522:clu_34156	3	122078438
FAM162A	chr3:122103146:122106311:clu_34157	3	122103023
KPNA1	chr3:122172848:122176573:clu_34161	3	122140796
KPNA1	chr3:122176695:122178621:clu_34161	3	122140796
CCDC14	chr3:123650081:123652520:clu_34218	3	123616152
CCDC14	chr3:123652602:123663696:clu_34219	3	123616152
KALRN	chr3:124117718:124132317:clu_34225	3	123798870
KALRN	chr3:124351550:124352696:clu_34231	3	123798870
HEG1	chr3:124732834:124738106:clu_34243	3	124684554
SLC12A8	chr3:124802896:124803154:clu_34244	3	124801480
SLC12A8	chr3:124802896:124807154:clu_34244	3	124801480
SLC12A8	chr3:124807214:124810283:clu_34244	3	124801480
SLC12A8	chr3:124810400:124810945:clu_34244	3	124801480
SNX4	chr3:125217038:125223467:clu_34255	3	125165495
SNX4	chr3:125223588:125238876:clu_34255	3	125165495
SLC41A3	chr3:125752521:125786790:clu_34271	3	125725198
SLC41A3	chr3:125787089:125802772:clu_34272	3	125725198
ALDH1L1	chr3:125826059:125828787:clu_34274	3	125822412
ALDH1L1	chr3:125826089:125828787:clu_34274	3	125822412
ALDH1L1	chr3:125849136:125854378:clu_34276	3	125822412
ALDH1L1	chr3:125869374:125873397:clu_34277	3	125822412
TXNRD3	chr3:126334305:126340585:clu_34292	3	126290622
CHCHD6	chr3:126571573:126676259:clu_34299	3	126423063
ABTB1	chr3:127395424:127396011:clu_34313	3	127391778
RPN1	chr3:128356948:128363378:clu_34328	3	128338817
KIAA1257	chr3:128690276:128694622:clu_34336	3	128628709
KIAA1257	chr3:128697028:128706459:clu_34336	3	128628709
RPL32P3	chr3:129112638:129117851:clu_34356	3	129101765
RPL32P3	chr3:129115263:129115883:clu_34356	3	129101765
IFT122	chr3:129170841:129182403:clu_34357	3	129158968
IFT122	chr3:129207240:129210984:clu_34364	3	129158968
IFT122	chr3:129207240:129214289:clu_34364	3	129158968
IFT122	chr3:129211037:129214289:clu_34364	3	129158968
IFT122	chr3:129211037:129218745:clu_34364	3	129158968
IFT122	chr3:129214450:129218745:clu_34364	3	129158968
IFT122	chr3:129233397:129234243:clu_34368	3	129158968
IFT122	chr3:129233397:129234331:clu_34368	3	129158968
TMCC1	chr3:129557903:129599152:clu_34376	3	129366635
NEK11	chr3:130851653:130852121:clu_34402	3	130745699
NEK11	chr3:130851653:130852674:clu_34402	3	130745699
NEK11	chr3:130852199:130852674:clu_34402	3	130745699
NEK11	chr3:131023301:131068401:clu_34408	3	130745699
MRPL3	chr3:131220559:131220688:clu_34412	3	131181056
MRPL3	chr3:131220768:131221574:clu_34412	3	131181056
CPNE4	chr3:131624288:131753411:clu_34417	3	131252409
CPNE4	chr3:131624288:131756401:clu_34417	3	131252409
DNAJC13	chr3:132186157:132191989:clu_34422	3	132136370
DNAJC13	chr3:132192071:132193776:clu_34423	3	132136370
DNAJC13	chr3:132193227:132193776:clu_34423	3	132136370
DNAJC13	chr3:132233514:132235548:clu_34428	3	132136370
ACAD11	chr3:132324049:132337478:clu_34433	3	132276982
ACAD11	chr3:132338389:132345535:clu_34434	3	132276982
ACAD11	chr3:132340136:132345535:clu_34434	3	132276982
NPHP3	chr3:132400934:132402243:clu_34438	3	132297901
NPHP3	chr3:132413809:132416104:clu_34441	3	132297901
NPHP3	chr3:132416206:132418762:clu_34442	3	132297901
NPHP3	chr3:132423215:132424584:clu_34443	3	132297901
TOPBP1	chr3:133371473:133372189:clu_34458	3	133317019
RYK	chr3:133910818:133913926:clu_34467	3	133784147
RYK	chr3:133910827:133913926:clu_34467	3	133784147
ANAPC13	chr3:134201773:134204162:clu_34476	3	134196548
ANAPC13	chr3:134201773:134204794:clu_34476	3	134196548
ANAPC13	chr3:134201773:134205429:clu_34476	3	134196548
CEP63	chr3:134250782:134264428:clu_34475	3	134204869
CEP63	chr3:134256053:134264428:clu_34475	3	134204869
CEP63	chr3:134266314:134267904:clu_34477	3	134204869
CEP63	chr3:134270854:134280219:clu_34478	3	134204869
PPP2R3A	chr3:135797295:135801107:clu_34493	3	135684515
PPP2R3A	chr3:135798125:135801107:clu_34493	3	135684515
MRAS	chr3:138067609:138091708:clu_34523	3	138066539
MRAS	chr3:138067874:138091708:clu_34523	3	138066539
FAIM	chr3:138327779:138329446:clu_34538	3	138327451
FAIM	chr3:138327779:138338553:clu_34538	3	138327451
FAIM	chr3:138327988:138338553:clu_34538	3	138327451
FAIM	chr3:138327988:138340249:clu_34538	3	138327451
FAIM	chr3:138329879:138338553:clu_34538	3	138327451
FAIM	chr3:138329879:138340249:clu_34538	3	138327451
COPB2	chr3:139102277:139108311:clu_34548	3	139074442
CLSTN2	chr3:139894915:140122471:clu_34560	3	139654027
ACPL2	chr3:140950753:140953058:clu_34566	3	140947568
ACPL2	chr3:140950753:140978965:clu_34566	3	140947568
ACPL2	chr3:140953160:140953728:clu_34566	3	140947568
ACPL2	chr3:140953160:140978965:clu_34566	3	140947568
ACPL2	chr3:140953798:140978965:clu_34566	3	140947568
ACPL2	chr3:140979096:140981085:clu_34567	3	140947568
ACPL2	chr3:140981565:141006156:clu_34567	3	140947568
ZBTB38	chr3:141105779:141115101:clu_34570	3	141043055
ZBTB38	chr3:141106729:141115101:clu_34570	3	141043055
ZBTB38	chr3:141115345:141122769:clu_34570	3	141043055
ZBTB38	chr3:141121291:141122769:clu_34570	3	141043055
RASA2	chr3:141292909:141299210:clu_34576	3	141205889
RASA2	chr3:141305594:141326520:clu_34579	3	141205889
ATP1B3	chr3:141595752:141622462:clu_34582	3	141594966
ATP1B3	chr3:141621069:141622462:clu_34582	3	141594966
TFDP2	chr3:141811969:141820577:clu_34588	3	141666234
TFDP2	chr3:141820188:141820577:clu_34588	3	141666234
GK5	chr3:141891298:141891918:clu_34595	3	141882414
GK5	chr3:141891298:141896324:clu_34595	3	141882414
U2SURP	chr3:142772636:142775154:clu_34632	3	142720402
PLOD2	chr3:145795711:145796903:clu_34639	3	145787227
PLOD2	chr3:145809688:145820542:clu_34640	3	145787227
PLSCR4	chr3:145939879:145941520:clu_34645	3	145910126
PLSCR4	chr3:145939879:145968747:clu_34645	3	145910126
PLSCR4	chr3:145941564:145968344:clu_34645	3	145910126
PLSCR4	chr3:145941564:145968747:clu_34645	3	145910126
PLSCR4	chr3:145968424:145968747:clu_34645	3	145910126
PLSCR1	chr3:146234954:146239331:clu_34647	3	146232967
HLTF	chr3:148757943:148759953:clu_34656	3	148747914
HLTF	chr3:148768162:148769832:clu_34657	3	148747914
HLTF	chr3:148768162:148773090:clu_34657	3	148747914
HLTF	chr3:148769931:148773090:clu_34657	3	148747914
CP	chr3:148903233:148905839:clu_34668	3	148880197
COMMD2	chr3:149459505:149468465:clu_34675	3	149456257
COMMD2	chr3:149468169:149468465:clu_34675	3	149456257
RNF13	chr3:149531140:149563798:clu_34678	3	149530495
RNF13	chr3:149532118:149563798:clu_34678	3	149530495
RNF13	chr3:149629870:149631504:clu_34680	3	149530495
RNF13	chr3:149629870:149638921:clu_34680	3	149530495
RNF13	chr3:149631629:149638921:clu_34680	3	149530495
PFN2	chr3:149686337:149740302:clu_34683	3	149682691
SERP1	chr3:150284893:150320731:clu_34690	3	150259781
EIF2A	chr3:150270212:150280329:clu_34691	3	150270141
EIF2A	chr3:150299533:150300987:clu_34692	3	150270141
MBNL1	chr3:152017043:152017194:clu_34716	3	151961617
ARHGEF26-AS1	chr3:153837572:153838861:clu_34723	3	153742190
DHX36	chr3:154013128:154017627:clu_34729	3	153990335
DHX36	chr3:154017714:154018383:clu_34729	3	153990335
PLCH1	chr3:155200840:155203145:clu_34734	3	155093369
PLCH1	chr3:155314167:155421935:clu_34737	3	155093369
C3orf33	chr3:155481707:155485298:clu_34739	3	155480401
C3orf33	chr3:155481707:155485307:clu_34739	3	155480401
C3orf33	chr3:155520380:155523386:clu_34740	3	155480401
C3orf33	chr3:155523512:155523928:clu_34740	3	155480401
CCNL1	chr3:156864396:156867076:clu_34755	3	156864297
MLF1	chr3:158289136:158306641:clu_34767	3	158288952
MLF1	chr3:158289136:158310223:clu_34767	3	158288952
MLF1	chr3:158289136:158314651:clu_34767	3	158288952
MLF1	chr3:158289180:158306641:clu_34767	3	158288952
MLF1	chr3:158289180:158310223:clu_34767	3	158288952
MLF1	chr3:158289180:158314651:clu_34767	3	158288952
MLF1	chr3:158306713:158310223:clu_34767	3	158288952
MLF1	chr3:158310370:158314651:clu_34767	3	158288952
GFM1	chr3:158364736:158369885:clu_34768	3	158362067
GFM1	chr3:158366946:158367794:clu_34768	3	158362067
GFM1	chr3:158366946:158369885:clu_34768	3	158362067
GFM1	chr3:158367850:158369885:clu_34768	3	158362067
MFSD1	chr3:158520104:158522108:clu_34772	3	158465366
SCHIP1	chr3:159558003:159583952:clu_34784	3	159557650
IFT80	chr3:160102434:160111941:clu_34794	3	159974774
NMD3	chr3:160939197:160939782:clu_34808	3	160822484
NMD3	chr3:160939512:160939782:clu_34808	3	160822484
ZBBX	chr3:166960431:166966396:clu_34825	3	166958075
ZBBX	chr3:166960431:166969914:clu_34825	3	166958075
ZBBX	chr3:166960431:167000026:clu_34825	3	166958075
ZBBX	chr3:166966437:166969914:clu_34825	3	166958075
ZBBX	chr3:166966437:167000026:clu_34825	3	166958075
ZBBX	chr3:167000283:167006655:clu_34827	3	166958075
ZBBX	chr3:167000283:167016093:clu_34827	3	166958075
ZBBX	chr3:167000283:167023431:clu_34827	3	166958075
ZBBX	chr3:167000283:167031762:clu_34827	3	166958075
ZBBX	chr3:167006771:167016093:clu_34827	3	166958075
ZBBX	chr3:167023738:167031762:clu_34827	3	166958075
ZBBX	chr3:167031904:167034793:clu_34828	3	166958075
ZBBX	chr3:167033617:167034793:clu_34828	3	166958075
ZBBX	chr3:167045904:167068208:clu_34829	3	166958075
ZBBX	chr3:167051773:167068208:clu_34829	3	166958075
ZBBX	chr3:167090738:167097426:clu_34832	3	166958075
ZBBX	chr3:167090738:167098035:clu_34832	3	166958075
ZBBX	chr3:167091575:167097426:clu_34832	3	166958075
ZBBX	chr3:167091575:167098035:clu_34832	3	166958075
ZBBX	chr3:167097580:167098035:clu_34832	3	166958075
WDR49	chr3:167353532:167371049:clu_34842	3	167196472
PDCD10	chr3:167438061:167452594:clu_34845	3	167401086
SERPINI1	chr3:167508390:167510378:clu_34847	3	167453031
SERPINI1	chr3:167508390:167512408:clu_34847	3	167453031
GOLIM4	chr3:167745625:167747011:clu_34850	3	167726465
GOLIM4	chr3:167750640:167759180:clu_34851	3	167726465
GOLIM4	chr3:167754782:167759180:clu_34851	3	167726465
GOLIM4	chr3:167758657:167759180:clu_34851	3	167726465
CLDN11	chr3:170141115:170150312:clu_34890	3	170136653
CLDN11	chr3:170185184:170194559:clu_34890	3	170136653
CLDN11	chr3:170194661:170425833:clu_34890	3	170136653
RPL22L1	chr3:170585923:170586087:clu_34893	3	170582664
RPL22L1	chr3:170585990:170586087:clu_34893	3	170582664
TNIK	chr3:170819422:170828503:clu_34899	3	170779128
TNIK	chr3:170843940:170855980:clu_34900	3	170779128
TNIK	chr3:170946010:171087409:clu_34901	3	170779128
TNIK	chr3:171065007:171087409:clu_34901	3	170779128
PLD1	chr3:171395484:171406466:clu_34908	3	171318195
NAALADL2	chr3:174241338:174254411:clu_34935	3	174156363
NAALADL2	chr3:174249371:174268359:clu_34935	3	174156363
TBL1XR1	chr3:176816329:176878659:clu_34942	3	176737143
TBL1XR1	chr3:176878776:176914909:clu_34942	3	176737143
ZNF639	chr3:179047516:179047722:clu_34969	3	179040779
ZNF639	chr3:179047843:179050777:clu_34969	3	179040779
PEX5L	chr3:179597911:179615930:clu_34988	3	179512746
PEX5L	chr3:179689453:179754367:clu_34988	3	179512746
FXR1	chr3:180688146:180688863:clu_35010	3	180585929
FXR1	chr3:180688943:180693101:clu_35010	3	180585929
ATP11B	chr3:182563310:182566264:clu_35025	3	182511288
MCCC1	chr3:182804576:182812347:clu_35030	3	182733006
MCF2L2	chr3:183041139:183097085:clu_35037	3	182895831
KLHL24	chr3:183353581:183354009:clu_35039	3	183353356
KLHL24	chr3:183353581:183368084:clu_35039	3	183353356
KLHL24	chr3:183354099:183361268:clu_35039	3	183353356
KLHL24	chr3:183369064:183371755:clu_35040	3	183353356
YEATS2	chr3:183508768:183510904:clu_35043	3	183415606
YEATS2	chr3:183508768:183515711:clu_35043	3	183415606
PARL	chr3:183558428:183560086:clu_35049	3	183547173
PARL	chr3:183558428:183562019:clu_35049	3	183547173
PARL	chr3:183560235:183562019:clu_35049	3	183547173
ECE2	chr3:183994493:183994680:clu_35082	3	183967438
PSMD2	chr3:184019446:184019635:clu_35088	3	184016497
PSMD2	chr3:184019859:184020158:clu_35088	3	184016497
EIF4G1	chr3:184046778:184049054:clu_35095	3	184032283
EIF4G1	chr3:184046923:184049054:clu_35095	3	184032283
VPS8	chr3:184530013:184542335:clu_35118	3	184529931
DGKG	chr3:186038496:186079735:clu_35155	3	185864990
ST6GAL1	chr3:186739792:186756530:clu_35170	3	186648274
LPP	chr3:187943315:188123900:clu_35181	3	187925986
LPP	chr3:188059507:188123900:clu_35181	3	187925986
IL1RAP	chr3:190235820:190238291:clu_35194	3	190231840
IL1RAP	chr3:190274005:190282078:clu_35194	3	190231840
CCDC50	chr3:191087825:191097948:clu_35202	3	191046866
CCDC50	chr3:191093378:191097948:clu_35202	3	191046866
HRASLS	chr3:192981024:192994754:clu_35207	3	192958914
HRASLS	chr3:192981024:193031833:clu_35207	3	192958914
ATP13A4	chr3:193159377:193160182:clu_35215	3	193119866
ATP13A4	chr3:193209187:193210879:clu_35221	3	193119866
ATP13A4	chr3:193210786:193210879:clu_35221	3	193119866
ATP13A4	chr3:193232660:193299496:clu_35223	3	193119866
OPA1	chr3:193333559:193336658:clu_35226	3	193310933
OPA1	chr3:193335074:193336658:clu_35226	3	193310933
OPA1	chr3:193335626:193336658:clu_35226	3	193310933
OPA1	chr3:193336725:193343881:clu_35227	3	193310933
OPA1	chr3:193336725:193349401:clu_35227	3	193310933
OPA1	chr3:193343991:193349401:clu_35227	3	193310933
LSG1	chr3:194380862:194381471:clu_35247	3	194361517
LSG1	chr3:194387301:194392793:clu_35248	3	194361517
ACAP2	chr3:195066046:195076797:clu_35255	3	194995465
ACAP2	chr3:195066046:195101738:clu_35255	3	194995465
TNK2	chr3:195593887:195594232:clu_35265	3	195590235
SDHAP1	chr3:195686957:195687171:clu_35274	3	195686619
SDHAP1	chr3:195686957:195690171:clu_35274	3	195686619
SDHAP1	chr3:195690292:195692300:clu_35274	3	195686619
SDHAP1	chr3:195694861:195695090:clu_35276	3	195686619
SDHAP1	chr3:195694861:195698194:clu_35276	3	195686619
SDHAP1	chr3:195695256:195698194:clu_35276	3	195686619
SDHAP1	chr3:195711147:195712498:clu_35278	3	195686619
SDHAP1	chr3:195711147:195717061:clu_35278	3	195686619
SDHAP1	chr3:195712660:195713390:clu_35278	3	195686619
SDHAP1	chr3:195712660:195717061:clu_35278	3	195686619
SDHAP1	chr3:195713475:195717061:clu_35278	3	195686619
TFRC	chr3:195754131:195780289:clu_35279	3	195754054
TFRC	chr3:195779055:195780289:clu_35279	3	195754054
PCYT1A	chr3:195997412:196014403:clu_35284	3	195941093
PCYT1A	chr3:195997412:196014486:clu_35284	3	195941093
CEP19	chr3:196435595:196438800:clu_35302	3	196433148
PIGX	chr3:196439995:196443729:clu_35298	3	196439229
PIGX	chr3:196449427:196453526:clu_35299	3	196439229
PIGX	chr3:196449427:196454794:clu_35299	3	196439229
PIGX	chr3:196453642:196454794:clu_35299	3	196439229
PAK2	chr3:196533557:196534653:clu_35303	3	196466728
DLG1	chr3:197009716:197022185:clu_35318	3	196769431
DLG1	chr3:197009716:197023217:clu_35318	3	196769431
BDH1	chr3:197260432:197265177:clu_35322	3	197236654
BDH1	chr3:197265823:197273232:clu_35322	3	197236654
BDH1	chr3:197273357:197281433:clu_35322	3	197236654
IQCG	chr3:197619630:197639546:clu_35344	3	197615946
ZNF718	chr4:125178:126732:clu_30368	4	124897
ZNF718	chr4:125178:337571:clu_30368	4	124897
ZNF718	chr4:127011:154702:clu_30367	4	124897
ZNF141	chr4:338219:366453:clu_30368	4	331603
ZNF721	chr4:438221:443644:clu_30370	4	429559
ZNF721	chr4:438221:461406:clu_30370	4	429559
PIGG	chr4:501382:502618:clu_30374	4	492989
PIGG	chr4:502759:509762:clu_30374	4	492989
PIGG	chr4:515038:515449:clu_30376	4	492989
PIGG	chr4:515062:515449:clu_30376	4	492989
PIGG	chr4:515091:515449:clu_30376	4	492989
PCGF3	chr4:724899:726189:clu_30396	4	699537
PCGF3	chr4:724899:726233:clu_30396	4	699537
PCGF3	chr4:724899:727461:clu_30396	4	699537
PCGF3	chr4:726287:727461:clu_30396	4	699537
PCGF3	chr4:727578:727673:clu_30397	4	699537
PCGF3	chr4:727578:728720:clu_30397	4	699537
TMEM175	chr4:926328:939787:clu_30412	4	926175
TMEM175	chr4:926328:944209:clu_30412	4	926175
TMEM175	chr4:926328:944212:clu_30412	4	926175
TMEM175	chr4:939914:941497:clu_30412	4	926175
TMEM175	chr4:945046:945470:clu_30413	4	926175
TMEM175	chr4:945046:946155:clu_30413	4	926175
TMEM175	chr4:945046:946978:clu_30413	4	926175
TMEM175	chr4:945505:946978:clu_30413	4	926175
MAEA	chr4:1323791:1326545:clu_30441	4	1283639
TMEM129	chr4:1719155:1719879:clu_30450	4	1717679
FGFR3	chr4:1803713:1805419:clu_30454	4	1795034
FGFR3	chr4:1807396:1807477:clu_30456	4	1795034
FGFR3	chr4:1807400:1807477:clu_30456	4	1795034
LETM1	chr4:1824039:1824715:clu_30459	4	1813206
POLN	chr4:2133017:2172406:clu_30476	4	2073645
POLN	chr4:2159638:2160882:clu_30476	4	2073645
POLN	chr4:2159638:2172406:clu_30476	4	2073645
POLN	chr4:2160938:2172406:clu_30476	4	2073645
POLN	chr4:2176478:2177993:clu_30479	4	2073645
POLN	chr4:2176478:2200251:clu_30479	4	2073645
POLN	chr4:2178061:2194931:clu_30479	4	2073645
POLN	chr4:2178061:2200251:clu_30479	4	2073645
POLN	chr4:2181192:2200251:clu_30479	4	2073645
ZFYVE28	chr4:2330869:2337432:clu_30488	4	2271309
TNIP2	chr4:2746233:2746424:clu_30500	4	2743375
ADD1	chr4:2910331:2911066:clu_30508	4	2845584
GRK4	chr4:2965849:2966970:clu_30520	4	2965335
GRK4	chr4:2986335:2990454:clu_30520	4	2965335
GRK4	chr4:2990566:2993942:clu_30520	4	2965335
GRK4	chr4:3006061:3009463:clu_30521	4	2965335
GRK4	chr4:3009555:3011375:clu_30522	4	2965335
GRK4	chr4:3031136:3037113:clu_30524	4	2965335
GRK4	chr4:3031136:3042299:clu_30524	4	2965335
TMEM128	chr4:4242206:4247929:clu_30552	4	4237269
STX18	chr4:4440236:4455348:clu_30562	4	4417469
STX18	chr4:4461214:4463633:clu_30564	4	4417469
JAKMIP1	chr4:6114724:6201980:clu_30591	4	6027926
TBC1D14	chr4:7008453:7012380:clu_30619	4	6910969
ABLIM2	chr4:8010829:8012157:clu_30632	4	7967039
ACOX3	chr4:8368807:8383219:clu_30647	4	8368009
ACOX3	chr4:8396469:8396578:clu_30650	4	8368009
ACOX3	chr4:8407770:8411939:clu_30651	4	8368009
ACOX3	chr4:8417726:8430078:clu_30652	4	8368009
ZNF518B	chr4:10448163:10458941:clu_30671	4	10441498
RAB28	chr4:13370274:13378169:clu_30675	4	13362978
CC2D2A	chr4:15482451:15482821:clu_30700	4	15471489
CC2D2A	chr4:15482451:15504052:clu_30700	4	15471489
FAM200B	chr4:15688085:15688555:clu_30714	4	15683303
FAM200B	chr4:15688085:15688624:clu_30714	4	15683303
LDB2	chr4:16597498:16675823:clu_30733	4	16503164
LAP3	chr4:17586759:17587574:clu_30739	4	17578815
PACRGL	chr4:20702410:20703764:clu_30755	4	20697905
PACRGL	chr4:20702410:20706089:clu_30755	4	20697905
PACRGL	chr4:20706437:20709426:clu_30756	4	20697905
PACRGL	chr4:20706437:20711306:clu_30756	4	20697905
PACRGL	chr4:20706437:20714411:clu_30756	4	20697905
PACRGL	chr4:20706437:20715055:clu_30756	4	20697905
PACRGL	chr4:20709493:20711306:clu_30756	4	20697905
PACRGL	chr4:20715162:20720439:clu_30757	4	20697905
PACRGL	chr4:20715162:20726431:clu_30757	4	20697905
PACRGL	chr4:20715162:20728908:clu_30757	4	20697905
PACRGL	chr4:20726511:20728908:clu_30757	4	20697905
PI4K2B	chr4:25162375:25253943:clu_30795	4	25162263
PI4K2B	chr4:25236053:25253943:clu_30795	4	25162263
ANAPC4	chr4:25394043:25395427:clu_30803	4	25378835
ANAPC4	chr4:25395513:25395932:clu_30803	4	25378835
ARAP2	chr4:36014453:36017522:clu_30839	4	35949843
ARAP2	chr4:36014453:36020766:clu_30839	4	35949843
ARAP2	chr4:36014453:36047601:clu_30839	4	35949843
